Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
SRR1661307,2009,Canada,America,,0.5,16,0.063,0.125,4,2,5640,896,0.5,16,0.063,0.125,4,2,-1,4,-3.988504361,-3,2,1,0,1,0,0,1,1
SRR1661308,2009,Canada,America,,0.5,>=32,0.063,0.125,4,2,4985,876,0.5,64,0.063,0.125,4,2,-1,6,-3.988504361,-3,2,1,0,1,0,0,1,1
SRR1661309,2009,Canada,America,,0.25,>=32,0.125,<=0.032,2,1,225,179,0.25,64,0.125,0.016,2,1,-2,6,-3,-5.965784285,1,0,0,1,0,0,1,0
SRR1661310,2009,Canada,America,,0.5,32,<=0.032,0.125,2,1,-,1,0.5,32,0.016,0.125,2,1,-1,5,-5.965784285,-3,1,0,0,1,0,0,1,0
SRR1661311,2009,Canada,America,,0.5,16,0.063,0.125,2,1,-,1,0.5,16,0.063,0.125,2,1,-1,4,-3.988504361,-3,1,0,0,1,0,0,1,0
SRR1661312,2010,Canada,America,,0.25,0.016,0.032,0.032,4,2,495,314,0.25,0.016,0.032,0.032,4,2,-2,-5.965784285,-4.965784285,-4.965784285,2,1,0,0,0,0,1,1
SRR1661313,2010,Canada,America,,0.25,0.004,0.032,0.016,1,0.5,2992,206,0.25,0.004,0.032,0.016,1,0.5,-2,-7.965784285,-4.965784285,-5.965784285,0,-1,0,0,0,0,0,0
SRR1661314,2011,Canada,America,,0.125,0.004,0.008,0.016,2,0.25,210,172,0.125,0.004,0.008,0.016,2,0.25,-3,-7.965784285,-6.965784285,-5.965784285,1,-2,0,0,0,0,1,0
SRR1661316,2012,Canada,America,,0.25,0.004,0.002,0.004,1,0.125,8694,970,0.25,0.004,0.002,0.004,1,0.125,-2,-7.965784285,-8.965784285,-7.965784285,0,-3,0,0,0,0,0,0
SRR1661317,2012,Canada,America,,0.032,0.002,0.004,0.004,0.5,0.25,3656,835,0.032,0.002,0.004,0.004,0.5,0.25,-4.965784285,-8.965784285,-7.965784285,-7.965784285,-1,-2,0,0,0,0,0,0
SRR1661318,2012,Canada,America,,<=0.008,0.004,0.002,0.004,0.25,0.125,3657,836,0.004,0.004,0.002,0.004,0.25,0.125,-7.965784285,-7.965784285,-8.965784285,-7.965784285,-2,-3,0,0,0,0,0,0
SRR1661319,2012,Canada,America,,0.125,0.004,0.001,0.002,1,0.032,6331,908,0.125,0.004,0.001,0.002,1,0.032,-3,-7.965784285,-9.965784285,-8.965784285,0,-4.965784285,0,0,0,0,0,0
SRR1661320,2013,Canada,America,,0.063,0.002,0.004,0.004,1,0.125,1109,739,0.063,0.002,0.004,0.004,1,0.125,-3.988504361,-8.965784285,-7.965784285,-7.965784285,0,-3,0,0,0,0,0,0
SRR1661321,2012,Canada,America,,0.125,0.004,0.004,0.004,1,0.25,9509,999,0.125,0.004,0.004,0.004,1,0.25,-3,-7.965784285,-7.965784285,-7.965784285,0,-2,0,0,0,0,0,0
SRR1661323,NA,,,,0.5,0.004,0.016,0.032,1,1,1572,790,0.5,0.004,0.016,0.032,1,1,-1,-7.965784285,-5.965784285,-4.965784285,0,0,0,0,0,0,0,0
SRR1661153,1994,Canada,America,,0.5,0.016,0.125,0.063,2,4,380,269,0.5,0.016,0.125,0.063,2,4,-1,-5.965784285,-3,-3.988504361,1,2,0,0,0,0,1,1
SRR2736093,1998,Canada,America,,2,,0.004,0.004,,,5,317,2,NA,0.004,0.004,NA,NA,1,NA,-7.965784285,-7.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736094,1998,Canada,America,,2,,0.016,0.008,,,21,171,2,NA,0.016,0.008,NA,NA,1,NA,-5.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR1661155,1998,Canada,America,,1,0.016,0.25,0.125,4,2,21,171,1,0.016,0.25,0.125,4,2,0,-5.965784285,-2,-3,2,1,0,0,0,0,1,1
SRR2736095,1998,Canada,America,,2,,0.016,0.032,,,10502,676,2,NA,0.016,0.032,NA,NA,1,NA,-5.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736096,1998,Canada,America,,2,,0.063,0.016,,,10575,681,2,NA,0.063,0.016,NA,NA,1,NA,-3.988504361,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736097,1997,Canada,America,,2,,0.063,0.032,,,10576,682,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736098,1997,Canada,America,,2,,0.032,0.016,,,21,171,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736099,1997,Canada,America,,2,,0.032,0.032,,,21,171,2,NA,0.032,0.032,NA,NA,1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736100,1997,Canada,America,,2,,0.032,0.016,,,21,171,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736101,1997,Canada,America,,2,,0.032,0.032,,,21,171,2,NA,0.032,0.032,NA,NA,1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736102,1997,Canada,America,,2,,0.063,0.032,,,21,171,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736103,1997,Canada,America,,2,,0.032,0.016,,,21,171,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736104,1998,Canada,America,,2,,0.032,0.032,,,5,317,2,NA,0.032,0.032,NA,NA,1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736105,1998,Canada,America,,2,,0.032,0.032,,,10577,683,2,NA,0.032,0.032,NA,NA,1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736106,1998,Canada,America,,2,,0.063,0.032,,,5,317,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736107,1998,Canada,America,,2,,0.008,0.008,,,5,317,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736108,1999,Canada,America,,2,,0.016,0.008,,,5,317,2,NA,0.016,0.008,NA,NA,1,NA,-5.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736109,1999,Canada,America,,2,,0.008,0.008,,,5,317,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736110,1998,Canada,America,,4,,0.008,0.016,,,64,372,4,NA,0.008,0.016,NA,NA,2,NA,-6.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736111,1998,Canada,America,,4,,0.008,0.008,,,64,372,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736112,1999,Canada,America,,2,,0.016,0.008,,,5,317,2,NA,0.016,0.008,NA,NA,1,NA,-5.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736113,1999,Canada,America,,2,,0.008,0.016,,,5,317,2,NA,0.008,0.016,NA,NA,1,NA,-6.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736114,1999,Canada,America,,2,,0.008,0.008,,,10575,681,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736115,1999,Canada,America,,2,,0.008,0.008,,,5,317,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736116,2000,Canada,America,,2,,0.016,0.016,,,10503,4,2,NA,0.016,0.016,NA,NA,1,NA,-5.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736117,2000,Canada,America,,2,,0.016,0.032,,,21,171,2,NA,0.016,0.032,NA,NA,1,NA,-5.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736118,1999,Canada,America,,1,,0.016,0.008,,,10578,684,1,NA,0.016,0.008,NA,NA,0,NA,-5.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736119,1999,Canada,America,,2,,0.032,0.016,,,251,191,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736120,2000,Canada,America,,2,,0.016,0.016,,,21,171,2,NA,0.016,0.016,NA,NA,1,NA,-5.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736121,2000,Canada,America,,2,,0.016,0.016,,,21,171,2,NA,0.016,0.016,NA,NA,1,NA,-5.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736122,2000,Canada,America,,2,,0.016,0.032,,,21,171,2,NA,0.016,0.032,NA,NA,1,NA,-5.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736123,2000,Canada,America,,2,,0.016,0.016,,,5,317,2,NA,0.016,0.016,NA,NA,1,NA,-5.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736124,2000,Canada,America,,2,,0.016,0.032,,,21,171,2,NA,0.016,0.032,NA,NA,1,NA,-5.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736125,2001,Canada,America,,2,,0.016,0.016,,,5,317,2,NA,0.016,0.016,NA,NA,1,NA,-5.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736126,2001,Canada,America,,2,,0.063,0.032,,,21,171,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736127,2002,Canada,America,,2,,0.032,0.016,,,154,789,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736128,2002,Canada,America,,2,,0.063,0.016,,,5,317,2,NA,0.063,0.016,NA,NA,1,NA,-3.988504361,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736129,2003,Canada,America,,8,,0.016,0.016,,,5,317,8,NA,0.016,0.016,NA,NA,3,NA,-5.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661168,2004,Canada,America,,0.5,64,0.063,0.5,4,4,-,1,0.5,64,0.063,0.5,4,4,-1,6,-3.988504361,-1,2,2,0,1,0,0,1,1
SRR2736131,2005,Canada,America,,4,,0.004,0.008,,,64,372,4,NA,0.004,0.008,NA,NA,2,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736132,2004,Canada,America,,4,,0.016,0.016,,,-,1,4,NA,0.016,0.016,NA,NA,2,NA,-5.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736133,2005,Canada,America,,4,,0.008,0.032,,,NA,0,4,NA,0.008,0.032,NA,NA,2,NA,-6.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736134,2004,Canada,America,,>=512,,0.016,0.032,,,1948,797,1024,NA,0.016,0.032,NA,NA,10,NA,-5.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736135,2005,Canada,America,,2,,0.008,0.008,,,3132,820,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736136,2005,Canada,America,,4,,0.016,0.032,,,64,372,4,NA,0.016,0.032,NA,NA,2,NA,-5.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736137,2005,Canada,America,,2,,0.008,0.016,,,-,1,2,NA,0.008,0.016,NA,NA,1,NA,-6.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR1661175,2005,Canada,America,,0.5,16,0.032,0.125,4,2,1407,127,0.5,16,0.032,0.125,4,2,-1,4,-4.965784285,-3,2,1,0,1,0,0,1,1
SRR2736139,2005,Canada,America,,16,,0.032,0.016,,,3155,821,16,NA,0.032,0.016,NA,NA,4,NA,-4.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736140,2006,Canada,America,,4,,0.008,0.008,,,64,372,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661183,2006,Canada,America,,1,16,0.032,0.032,4,2,225,179,1,16,0.032,0.032,4,2,0,4,-4.965784285,-4.965784285,2,1,0,1,0,0,1,1
SRR2736141,2006,Canada,America,,8,,0.032,0.016,,,225,179,8,NA,0.032,0.016,NA,NA,3,NA,-4.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736142,2006,Canada,America,,16,,0.008,0.008,,,4813,864,16,NA,0.008,0.008,NA,NA,4,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736143,2006,Canada,America,,4,,0.032,0.032,,,3150,213,4,NA,0.032,0.032,NA,NA,2,NA,-4.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736144,2007,Canada,America,,8,,0.008,0.032,,,4815,865,8,NA,0.008,0.032,NA,NA,3,NA,-6.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736145,2007,Canada,America,,8,,0.004,0.032,,,4815,865,8,NA,0.004,0.032,NA,NA,3,NA,-7.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736146,2007,Canada,America,,2,,0.032,0.016,,,3116,819,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736147,2007,Canada,America,,2,,0.032,0.016,,,892,977,2,NA,0.032,0.016,NA,NA,1,NA,-4.965784285,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736148,2007,Canada,America,,2,,0.032,0.032,,,225,179,2,NA,0.032,0.032,NA,NA,1,NA,-4.965784285,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736149,2007,Canada,America,,2,,0.063,0.032,,,-,1,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736150,2007,Canada,America,,0.5,,0.063,0.125,,,3158,214,0.5,NA,0.063,0.125,NA,NA,-1,NA,-3.988504361,-3,NA,NA,0,NA,0,0,NA,NA
SRR2736151,2007,Canada,America,,2,,0.063,0.016,,,225,179,2,NA,0.063,0.016,NA,NA,1,NA,-3.988504361,-5.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736152,2006,Canada,America,,8,,0.008,0.032,,,4815,865,8,NA,0.008,0.032,NA,NA,3,NA,-6.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736153,2006,Canada,America,,8,,0.008,0.032,,,4815,865,8,NA,0.008,0.032,NA,NA,3,NA,-6.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736154,2008,Canada,America,,16,,0.063,0.063,,,4827,867,16,NA,0.063,0.063,NA,NA,4,NA,-3.988504361,-3.988504361,NA,NA,1,NA,0,0,NA,NA
SRR2736155,2008,Canada,America,,4,,0.032,0.063,,,4816,866,4,NA,0.032,0.063,NA,NA,2,NA,-4.965784285,-3.988504361,NA,NA,1,NA,0,0,NA,NA
SRR2736156,2008,Canada,America,,4,,0.032,0.032,,,421,848,4,NA,0.032,0.032,NA,NA,2,NA,-4.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736157,2008,Canada,America,,32,,0.063,0.032,,,4836,868,32,NA,0.063,0.032,NA,NA,5,NA,-3.988504361,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661199,2008,Canada,America,,0.5,4,0.063,0.032,2,2,3108,817,0.5,4,0.063,0.032,2,2,-1,2,-3.988504361,-4.965784285,1,1,0,1,0,0,1,1
SRR1661207,2009,Canada,America,,>=64/>=512,4,0.125,0.125,64,>=256,1948,797,NA,4,0.125,0.125,64,512,NA,2,-3,-3,6,9,NA,1,0,0,1,1
SRR2736159,2009,Canada,America,,2,,0.008,0.008,,,-,1,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736160,2009,Canada,America,,16,,0.063,0.125,,,1407,127,16,NA,0.063,0.125,NA,NA,4,NA,-3.988504361,-3,NA,NA,1,NA,0,0,NA,NA
SRR2736161,2009,Canada,America,,16,,0.063,0.125,,,1407,127,16,NA,0.063,0.125,NA,NA,4,NA,-3.988504361,-3,NA,NA,1,NA,0,0,NA,NA
SRR2736162,2009,Canada,America,,16,,0.063,0.125,,,1407,127,16,NA,0.063,0.125,NA,NA,4,NA,-3.988504361,-3,NA,NA,1,NA,0,0,NA,NA
SRR2736163,2009,Canada,America,,16,,0.063,0.125,,,1407,127,16,NA,0.063,0.125,NA,NA,4,NA,-3.988504361,-3,NA,NA,1,NA,0,0,NA,NA
SRR1661211,2009,Canada,America,,0.5,0.004,0.016,0.016,1,0.5,2992,206,0.5,0.004,0.016,0.016,1,0.5,-1,-7.965784285,-5.965784285,-5.965784285,0,-1,0,0,0,0,0,0
SRR2736164,2009,Canada,America,,2,,0.063,0.063,,,225,179,2,NA,0.063,0.063,NA,NA,1,NA,-3.988504361,-3.988504361,NA,NA,0,NA,0,0,NA,NA
SRR2736165,2010,Canada,America,,2,,0.008,0.008,,,285,198,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR1661223,2010,Canada,America,,0.5,0.125,0.016,0.016,1,0.25,2992,206,0.5,0.125,0.016,0.016,1,0.25,-1,-3,-5.965784285,-5.965784285,0,-2,0,0,0,0,0,0
SRR1661227,2010,Canada,America,,>=256/>=512,32,0.063,0.063,4,4,4980,875,NA,32,0.063,0.063,4,4,NA,5,-3.988504361,-3.988504361,2,2,NA,1,0,0,1,1
SRR2736167,2010,Canada,America,,2,,0.063,0.032,,,3150,213,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736168,2010,Canada,America,,16,,0.063,0.032,,,225,179,16,NA,0.063,0.032,NA,NA,4,NA,-3.988504361,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736169,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736170,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736171,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736172,2010,Canada,America,,2,,0.008,0.008,,,688,919,2,NA,0.008,0.008,NA,NA,1,NA,-6.965784285,-6.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736173,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736174,2010,Canada,America,,4,,0.008,0.016,,,688,919,4,NA,0.008,0.016,NA,NA,2,NA,-6.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661242,2010,Canada,America,,0.5,16,0.125,0.25,4,2,1407,127,0.5,16,0.125,0.25,4,2,-1,4,-3,-2,2,1,0,1,0,0,1,1
SRR2736175,2010,Canada,America,,2,,0.063,0.032,,,3150,213,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR1661243,2010,Canada,America,,1,16,0.063,0.016,4,2,3150,213,1,16,0.063,0.016,4,2,0,4,-3.988504361,-5.965784285,2,1,0,1,0,0,1,1
SRR2736176,2010,Canada,America,,2,,0.125,0.125,,,688,919,2,NA,0.125,0.125,NA,NA,1,NA,-3,-3,NA,NA,0,NA,0,0,NA,NA
SRR2736177,2010,Canada,America,,2,,0.063,0.032,,,-,1,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR1661245,2010,Canada,America,,1,16,0.125,0.25,4,2,5372,887,1,16,0.125,0.25,4,2,0,4,-3,-2,2,1,0,1,0,0,1,1
SRR1661249,2010,Canada,America,,1,16,0.063,0.125,2,2,1407,127,1,16,0.063,0.125,2,2,0,4,-3.988504361,-3,1,1,0,1,0,0,1,1
SRR1661250,2010,Canada,America,,1,16,0.063,0.125,2,1,3378,543,1,16,0.063,0.125,2,1,0,4,-3.988504361,-3,1,0,0,1,0,0,1,0
SRR2736178,2010,Canada,America,,2,,0.004,0.004,,,1407,127,2,NA,0.004,0.004,NA,NA,1,NA,-7.965784285,-7.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736179,2010,Canada,America,,4,,0.004,0.008,,,688,919,4,NA,0.004,0.008,NA,NA,2,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736180,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736181,2010,Canada,America,,4,,0.004,0.008,,,2992,206,4,NA,0.004,0.008,NA,NA,2,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736182,2010,Canada,America,,4,,0.004,0.032,,,688,919,4,NA,0.004,0.032,NA,NA,2,NA,-7.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736183,2010,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736184,2010,Canada,America,,4,,0.008,0.008,,,-,1,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736185,2010,Canada,America,,2,,0.063,0.032,,,3150,213,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736186,2010,Canada,America,,2,,0.063,0.032,,,-,1,2,NA,0.063,0.032,NA,NA,1,NA,-3.988504361,-4.965784285,NA,NA,0,NA,0,0,NA,NA
SRR2736188,2010,Canada,America,,8,,0.004,0.008,,,2992,206,8,NA,0.004,0.008,NA,NA,3,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736189,2010,Canada,America,,8,,0.004,0.016,,,2992,206,8,NA,0.004,0.016,NA,NA,3,NA,-7.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736190,2010,Canada,America,,8,,0.004,0.004,,,2992,206,8,NA,0.004,0.004,NA,NA,3,NA,-7.965784285,-7.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736191,2010,Canada,America,,8,,0.004,0.008,,,6296,907,8,NA,0.004,0.008,NA,NA,3,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736192,2010,Canada,America,,8,,0.004,0.008,,,2992,206,8,NA,0.004,0.008,NA,NA,3,NA,-7.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661262,2010,Canada,America,,1,16,0.008,0.008,4,2,1407,127,1,16,0.008,0.008,4,2,0,4,-6.965784285,-6.965784285,2,1,0,1,0,0,1,1
SRR2736193,2010,Canada,America,,8,,0.016,0.016,,,757,593,8,NA,0.016,0.016,NA,NA,3,NA,-5.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736194,2010,Canada,America,,8,,0.004,0.004,,,2992,206,8,NA,0.004,0.004,NA,NA,3,NA,-7.965784285,-7.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736195,2010,Canada,America,,8,,0.004,0.004,,,2992,206,8,NA,0.004,0.004,NA,NA,3,NA,-7.965784285,-7.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736196,2010,Canada,America,,8,,0.004,0.004,,,2992,206,8,NA,0.004,0.004,NA,NA,3,NA,-7.965784285,-7.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736197,2010,Canada,America,,8,,0.002,0.004,,,2992,206,8,NA,0.002,0.004,NA,NA,3,NA,-8.965784285,-7.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736198,2010,Canada,America,,2,,0.063,0.125,,,437,297,2,NA,0.063,0.125,NA,NA,1,NA,-3.988504361,-3,NA,NA,0,NA,0,0,NA,NA
SRR1661265,2010,Canada,America,,0.5,4,0.016,0.032,2,1,757,593,0.5,4,0.016,0.032,2,1,-1,2,-5.965784285,-4.965784285,1,0,0,1,0,0,1,0
SRR2736200,2011,Canada,America,,4,,0.008,0.008,,,688,919,4,NA,0.008,0.008,NA,NA,2,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736201,2011,Canada,America,,4,,0.016,0.016,,,688,919,4,NA,0.016,0.016,NA,NA,2,NA,-5.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736202,2011,Canada,America,,16,,0.008,0.008,,,5049,560,16,NA,0.008,0.008,NA,NA,4,NA,-6.965784285,-6.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736203,2010,Canada,America,,>=512,,0.063,0.032,,,-,1,1024,NA,0.063,0.032,NA,NA,10,NA,-3.988504361,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661279,2012,Canada,America,,2,16,0.125,0.25,4,4,-,1,2,16,0.125,0.25,4,4,1,4,-3,-2,2,2,0,1,0,0,1,1
SRR2736204,2011,Canada,America,,4,,0.063,0.032,,,757,593,4,NA,0.063,0.032,NA,NA,2,NA,-3.988504361,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736205,2011,Canada,America,,8,,0.063,0.032,,,3150,213,8,NA,0.063,0.032,NA,NA,3,NA,-3.988504361,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736206,2011,Canada,America,,16,,0.016,0.032,,,7199,923,16,NA,0.016,0.032,NA,NA,4,NA,-5.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736207,2011,Canada,America,,16,,0.016,0.032,,,7199,923,16,NA,0.016,0.032,NA,NA,4,NA,-5.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736208,2011,Canada,America,,16,,0.008,0.016,,,8035,942,16,NA,0.008,0.016,NA,NA,4,NA,-6.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661281,2011,Canada,America,,1,0.004,0.016,0.032,1,0.5,2992,206,1,0.004,0.016,0.032,1,0.5,0,-7.965784285,-5.965784285,-4.965784285,0,-1,0,0,0,0,0,0
SRR2736209,2011,Canada,America,,16,,0.032,0.032,,,3149,212,16,NA,0.032,0.032,NA,NA,4,NA,-4.965784285,-4.965784285,NA,NA,1,NA,0,0,NA,NA
SRR2736210,2011,Canada,America,,4,,0.008,0.016,,,2992,206,4,NA,0.008,0.016,NA,NA,2,NA,-6.965784285,-5.965784285,NA,NA,1,NA,0,0,NA,NA
SRR1661292,2012,France,Europe,,0.5,16,2,>=4,4,2,1407,127,0.5,16,2,8,4,2,-1,4,1,3,2,1,0,1,1,1,1,1
